"iso3c","TimePeriod","GDP","indicatorID","indicator","iso2c","country","GeoAreaCode","region","sub_region"
"EMU",2013,13189508.6,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2012,12638910.2,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2011,13622398,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2010,12628220.4,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2009,12885643.2,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2008,14098979.5,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2007,12862302.2,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2006,11174300.4,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2005,10519099,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2004,10141372.1,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2003,8842887,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2002,7166369.6,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2001,6590688.6,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"EMU",2000,6479735.7,"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area",NA,NA,NA
"ECS",2017,21551799.1,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2016,20383995.4,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2015,20446148.1,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2014,23733362.1,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2013,23416794.3,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2012,22406230,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2011,23245679.4,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2010,20959119.8,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2009,20464105.3,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2008,23265068.5,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2007,21192517.9,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2006,18138218.6,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2005,16749036.2,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2004,15729815.5,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2003,13493642.9,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2002,11083621.1,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2001,10138741.8,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECS",2000,10028603.1,"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia",NA,NA,NA
"ECA",2017,3323770.2,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2016,2961055.7,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2015,3089651.5,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2014,4037284.6,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2013,4327337.6,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2012,4070524.3,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2011,3843195.6,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2010,3106318.5,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2009,2603323.2,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2008,3310744.3,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2007,2672808,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2006,2063642.4,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2005,1680778.5,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2004,1324941.5,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2003,999961.8,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2002,793295.2,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2001,693215.8,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"ECA",2000,697944.5,"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)",NA,NA,NA
"TEC",2017,3905306.3,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2016,3484680.6,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2015,3616759.1,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2014,4640316.6,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2013,4909628.9,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2012,4627379.5,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2011,4434382,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2010,3645447.9,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2009,3105785.5,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2008,3914849,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2007,3162054.5,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2006,2458845.9,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2005,2032290.4,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2004,1621638.2,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2003,1252161.4,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2002,1018791.6,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2001,906916.9,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"TEC",2000,891499.2,"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA
"EUU",2017,14701144.9,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2016,13882044.6,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2015,13545202.5,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2014,15631241.5,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2013,15291337.8,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2012,14634470.8,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2011,15740251.1,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2010,14540122.4,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2009,14707389.5,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2008,16234436.6,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2007,14707134.8,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2006,12699806.9,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2005,11902181.7,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2004,11396119.1,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2003,9909170.2,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2002,8047699.9,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2001,7385944.1,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"EUU",2000,7258060.8,"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union",NA,NA,NA
"FCS",2017,1621607.8,"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations",NA,NA,NA
"FCS",2016,1554190.6,"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations",NA,NA,NA
"FCS",2015,1698528.8,"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations",NA,NA,NA
"FCS",2014,1917926,"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations",NA,NA,NA
"FCS",2013,1741014.5,"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations",NA,NA,NA
